,P1,P2
5974,P14060,P42330
5975,P06729,Q08881
5976,P06729,P12931
5977,P06729,P31358
5978,P06729,O75015
5979,P06729,P27986
5980,P21554,Q9Y2T6
5981,P21554,Q8NER1
5982,P01138,P27986
5983,P01138,P45983
5984,P21554,Q07869
5985,P01138,P45984
5986,P01138,Q05513
5987,P01138,Q04206
5988,P01138,Q8NER1
5989,P01138,O14920
5990,P01138,P04629
5991,P01138,O15111
5992,P0DMS8,P00813
5993,P22001,P78352
5994,P22001,Q13303
5995,P22001,Q14722
5996,Q16322,Q13303
5997,Q16322,Q14722
5998,Q03721,Q13303
5999,Q03721,Q14722
6000,P05093,P11511
6001,P05093,P10275
6002,P05093,P31213
6003,P05093,P08686
6004,P05093,O14756
6005,P05093,P23945
6006,P05093,Q04828
6007,P05093,P42330
6008,P05093,P26439
6009,P28222,P01303
6010,Q00653,O14920
6011,Q00653,O15111
6012,Q00653,P29597
6013,Q00653,O60674
6014,Q00653,Q04206
6015,Q12882,P22102
6016,Q12882,P19971
6017,P48507,P17174
6018,P48507,P32929
6019,P48507,Q9UGI5
6020,P48507,Q16881
6021,P43681,Q15822
6022,P43681,P36544
6023,P43681,O60674
6024,P34903,P47869
6025,P34903,P14867
6026,O15111,O00206
6027,O15111,P31749
6028,O15111,P14778
6029,O15111,O14920
6030,O15111,P01375
6031,O15111,P04629
6032,O15111,P17252
6033,O15111,Q06187
6034,O15111,Q04206
6035,O15111,Q05513
6036,Q92887,Q96RI1
6037,P17174,Q5T6L4
6038,P17174,P00439
6039,P17174,P07195
6040,P17174,P07101
6041,P17174,P24298
6042,P17174,Q7L266
6043,P17174,P11498
6044,P17174,P00338
6045,P17174,Q9UGI5
6046,P17174,P20711
6047,P17174,P32929
6048,P32929,Q16881
6049,P32929,P35520
6050,P32929,P42898
6051,P32929,P00338
6052,P32929,P07195
6053,P05412,P38936
6054,P05412,P14780
6055,P05412,Q08257
6056,P05412,P10275
6057,P05412,P45983
6058,P05412,Q13547
6059,P05412,Q92769
6060,P05412,Q07869
6061,P05412,Q04206
6062,P05412,P21802
6063,P05412,P00519
6064,P05412,P16220
6065,P05412,P07948
6066,P05412,P15692
6067,P05412,P17544
6068,P05412,Q06187
6069,P05412,P09210
6070,P05412,P45984
6071,P05412,P05231
6072,P05412,P01106
6073,P05412,Q16665
6074,P05412,Q12797
6075,P05412,O95644
6076,P05412,P00338
6077,P05412,P03372
6078,P05412,P01375
6079,P05412,P09211
6080,P05412,P12931
6081,P05412,P31749
6082,P54646,Q13085
6083,P54646,Q9UGI9
6084,P10632,Q06278
6085,P10632,P33261
6086,P33261,P27338
6087,P33261,P09917
6088,P10632,P09917
6089,Q00975,Q8IZS8
6090,P33261,Q9BQB6
6091,P33261,P46597
6092,P33261,P09211
6093,Q00975,Q02641
6094,Q00975,Q7Z3S7
6095,Q00975,Q9NY47
6096,Q00975,P62955
6097,Q00975,P04156
6098,Q00975,O00305
6099,P23786,Q07869
6100,P23786,Q16134
6101,P23786,P19793
6102,Q05586,P62955
6103,Q05586,Q12879
6104,Q05586,O15547
6105,Q05586,P29475
6106,Q05586,P07947
6107,Q05586,P12931
6108,Q05586,P21728
6109,Q05586,P42263
6110,Q05586,P42261
6111,Q05586,P78352
6112,Q05586,P18507
6113,Q05586,Q13224
6114,P08238,P10275
6115,P08238,Q16665
6116,P08238,P31749
6117,P08238,P11142
6118,P08238,O14920
6119,P08238,Q15185
6120,P08238,P03372
6121,P08238,P12931
6122,P18031,P27986
6123,P18031,P00519
6124,P18031,Q13882
6125,P18031,P29597
6126,P18031,O60674
6127,P18031,P05106
6128,P18031,P12931
6129,P18031,P31749
6130,P41222,Q15185
6131,P41222,P42330
6132,Q14721,Q14722
6133,Q14721,Q13303
6134,P50052,P27986
6135,P50052,P61073
6136,P50052,P30556
6137,P50052,Q9BYF1
6138,P50052,P21462
6139,P14780,P04629
6140,P14780,P01375
6141,P14780,P12931
6142,P14780,P04839
6143,P14780,P31749
6144,P14780,P15692
6145,P14780,P05231
6146,P14780,P01189
6147,P14780,O00206
6148,P00519,P07947
6149,P00519,P38936
6150,P00519,P27986
6151,P00519,P45983
6152,P00519,P42684
6153,P00519,Q13547
6154,P00519,P54756
6155,P00519,P08631
6156,P00519,P07948
6157,P00519,P09769
6158,P00519,P04629
6159,P00519,P12931
6160,Q5T6L4,Q7L266
6161,Q5T6L4,P29475
6162,Q5T6L4,Q9UGI5
6163,P40238,P29597
6164,P40238,P27986
6165,P40238,O60674
6166,Q5T6L4,Q9UJS0
6167,P00749,P05120
6168,P00749,P05787
6169,P00749,P05106
6170,Q14749,P50440
6171,Q14749,P13196
6172,P00749,P12931
6173,Q99062,O60674
6174,Q99062,P05231
6175,Q99062,P52333
6176,P49721,P28062
6177,P49721,P28065
6178,P49721,Q04206
6179,P43220,P01189
6180,Q04760,P27338
6181,P11309,Q16665
6182,P11309,O95644
6183,P11309,P01106
6184,Q13547,Q16665
6185,Q13547,P28702
6186,Q13547,P03372
6187,Q13547,P19793
6188,Q13547,Q9UKV0
6189,Q13547,Q9NXA8
6190,Q13547,P01106
6191,Q13547,P13631
6192,Q13547,P35372
6193,Q13547,Q04206
6194,Q13547,Q99623
6195,Q13547,P16220
6196,Q13547,Q92769
6197,Q13547,P38936
6198,Q13547,P10275
6199,Q13547,Q9UM07
6200,Q9BY41,Q9NXA8
6201,P12931,P05106
6202,P12931,P54756
6203,P12931,P08631
6204,P12931,P15692
6205,P12931,Q13224
6206,P12931,P07948
6207,P12931,P07510
6208,P12931,Q14289
6209,P12931,Q05655
6210,P12931,P67775
6211,P12931,Q06187
6212,P12931,P07947
6213,P12931,O14788
6214,P12931,P38936
6215,P12931,P10275
6216,P12931,Q12879
6217,P12931,P45983
6218,P12931,O60674
6219,P12931,Q05513
6220,P12931,P27986
6221,P12931,Q9Y2U5
6222,P12931,P13612
6223,P12931,Q04206
6224,P12931,Q99500
6225,P12931,P21802
6226,P12931,Q99527
6227,P12931,O00329
6228,P12931,Q8NER1
6229,P12931,P03372
6230,P12931,Q16665
6231,P12931,Q08881
6232,P12931,P11473
6233,P12931,P45984
6234,P12931,P09769
6235,P12931,O00206
6236,P12931,P17252
6237,P12931,P78352
6238,P12931,P31749
6239,P12931,O14920
6240,P25105,P20333
6241,P25105,P21462
6242,O00206,Q06187
6243,O00206,P07948
6244,O00206,Q04206
6245,O00206,P27986
6246,O00206,O14920
6247,O00206,P01375
6248,O00206,O00329
6249,O00206,P14778
6250,O00206,P05231
6251,P09769,Q08881
6252,O00206,P29466
6253,P09769,Q06187
6254,P09769,Q14289
6255,P09769,Q05655
6256,P09769,P08631
6257,P09769,P54756
6258,P09769,P07948
6259,P09769,P07947
6260,Q9NRF9,P09884
6261,Q9Y697,Q16595
6262,Q9NRF9,Q9NR33
6263,Q9NRF9,P49916
6264,Q9NRF9,P12004
6265,P31785,P10415
6266,P31785,Q14289
6267,P31785,O60674
6268,P31785,Q16739
6269,P31785,P31749
6270,P31785,P01589
6271,P31785,P45984
6272,P31785,P27986
6273,P31785,P45983
6274,P31785,Q05513
6275,P31785,P52333
6276,Q16739,P52333
6277,Q16739,P27986
6278,Q14573,Q14571
6279,Q16739,P01589
6280,Q14573,P62942
6281,Q14573,P17252
6282,Q14573,P31749
6283,Q14573,P29475
6284,P09917,Q9Y271
6285,P09917,P14555
6286,P51582,O15547
6287,P02747,P02745
6288,P02747,P00736
6289,P02747,P09871
6290,P02745,P00736
6291,P28702,O95477
6292,P02745,P09871
6293,P28702,Q07869
6294,P28702,P51161
6295,P28702,P13631
6296,P28702,Q96RI1
6297,P28702,P17252
6298,P28702,P10828
6299,P28702,P19793
6300,P28702,P31749
6301,P28702,P11473
6302,P28702,P10415
6303,P10275,Q15185
6304,P10275,P31749
6305,P10275,P11142
6306,P10275,P04278
6307,P10275,Q16665
6308,P10275,P31213
6309,P10275,P01106
6310,P10275,Q02880
6311,P10275,P51843
6312,P10275,P45983
6313,P10275,P27986
6314,P10275,P11511
6315,P98160,P15692
6316,P10275,P16220
6317,P98160,P39900
6318,Q06278,O75911
6319,Q06278,Q9NYR8
6320,Q06278,P46597
6321,Q06278,P27338
6322,Q06278,P05166
6323,Q06278,Q8TC12
6324,Q06278,O14756
6325,Q06278,P00326
6326,Q06278,P80404
6327,Q06278,Q96NR8
6328,Q06278,P40261
6329,Q06278,P05165
6330,O95477,Q07869
6331,Q96LZ3,O95644
6332,O95477,P19793
6333,P28065,Q04206
6334,P28065,P28062
6335,P28062,P18465
6336,P28062,Q04206
6337,Q99250,Q9NY72
6338,Q99250,P35499
6339,Q99250,P18507
6340,Q99250,Q09470
6341,Q99250,Q15858
6342,Q99250,O43525
6343,Q99250,P16389
6344,P21912,P24298
6345,P21912,O14521
6346,Q99250,Q07699
6347,P21912,Q16595
6348,P21912,P13073
6349,P21912,P53597
6350,P21912,Q96I99
6351,P21912,Q9P2R7
6352,O14521,Q9P2R7
6353,P00742,P08709
6354,O14521,P53597
6355,O14521,Q96I99
6356,P00742,Q12797
6357,P00742,P07225
6358,O14521,P24298
6359,P00742,P07204
6360,Q99500,P61073
6361,Q99500,P31749
6362,Q9Y275,P01375
6363,P20333,P21462
6364,Q9Y275,O14788
6365,P20333,P01375
6366,P20333,P01374
6367,Q9UGI5,Q7L266
6368,Q9UGI5,P50440
6369,Q9UGI5,P80404
6370,O60840,Q02641
6371,O60840,Q7Z3S7
6372,O60840,Q9NY47
6373,O60840,Q8IZS8
6374,O60840,P04156
6375,O60840,P62955
6376,O60840,O00305
6377,P05165,P80404
6378,P05165,P50747
6379,P05165,P05166
6380,P46059,Q4U2R8
6381,P42898,P00374
6382,P42898,P35520
6383,P42898,P22102
6384,P04083,P21462
6385,Q9UBS5,P41180
6386,Q16595,P22830
6387,O00329,P31749
6388,O00329,P04629
6389,O00329,Q08881
6390,O00329,P11362
6391,O00329,Q05513
6392,O00329,O60674
6393,O00329,P10828
6394,O00329,Q9UM73
6395,O00329,Q06187
6396,O00329,P15391
6397,O00329,Q05655
6398,O00329,P07948
6399,O00329,P27986
6400,P27338,P09172
6401,P27338,P19801
6402,P27338,P14902
6403,P27338,P20711
6404,Q13303,Q09470
6405,Q13303,P78352
6406,Q13303,P16389
6407,Q13303,O43525
6408,Q13303,Q14003
6409,Q13303,Q96PR1
6410,Q13303,Q9BQ31
6411,Q13303,Q6PIU1
6412,Q13303,Q92953
6413,Q16790,Q16665
6414,P43657,Q99677
6415,P43657,P08172
6416,Q05513,P27986
6417,Q05513,P45983
6418,Q05513,P52333
6419,P49916,Q9NR33
6420,P49916,P12004
6421,Q05513,Q15080
6422,Q05513,Q04206
6423,Q05513,P01589
6424,Q05513,P31749
6425,Q05513,Q05655
6426,Q05513,P45984
6427,Q05513,P17252
6428,Q05513,O14920
6429,Q05513,P01375
6430,Q05513,P04629
6431,Q05513,O95644
6432,P04839,P31749
6433,P04839,Q05655
6434,P04839,Q8NFA2
6435,P04839,Q15080
6436,Q9P2R7,Q13085
6437,Q9P2R7,Q96I99
6438,Q9P2R7,P53597
6439,P51843,P03372
6440,P09884,P11388
6441,Q9Y5K3,P45983
6442,Q9Y5K3,Q8TCT1
6443,Q9Y5K3,P45984
6444,P09884,Q9NR33
6445,P09884,P12004
6446,P12004,P03372
6447,P12004,P38936
6448,P12004,P11388
6449,P04156,P10415
6450,P25100,P35348
6451,Q12797,Q16665
6452,Q12797,P16220
6453,P51812,P03372
6454,P51812,P16220
6455,P01589,O60674
6456,P01589,P31749
6457,P01589,Q14289
6458,P01589,P05231
6459,P01589,P27986
6460,P01589,P45983
6461,P01589,P52333
6462,Q02763,P15692
6463,Q02763,P05230
6464,Q02763,P27986
6465,Q02763,P45983
6466,P01589,P45984
6467,Q02763,Q04206
6468,Q02763,P49763
6469,P04278,P03372
6470,P02458,O15460
6471,P02458,P05106
6472,P49589,P41250
6473,P42330,P11511
6474,P42330,O14756
6475,P42330,P26439
6476,P42330,P52895
6477,P42330,P31213
6478,P42330,Q04828
6479,Q9NYK1,P05231
6480,Q9NYK1,P01375
6481,P52895,Q04828
6482,Q04828,P26439
6483,P52895,P31213
6484,Q04828,P08686
6485,Q04828,P31213
6486,P17936,P19793
6487,P17936,P45983
6488,P07101,P01303
6489,P07101,P20711
6490,P07101,P09172
6491,P07101,P00374
6492,P46597,P14902
6493,P07101,P00439
6494,Q8TC12,Q96NR8
6495,Q14571,P17252
6496,Q9NZQ7,P14902
6497,O60674,P05231
6498,O60674,P32927
6499,O60674,P16471
6500,O60674,Q9UM73
6501,O60674,P27986
6502,O60674,P29597
6503,O60674,P52333
6504,O60674,Q04206
6505,O60674,P21802
6506,O60674,Q05655
6507,O60674,P30556
6508,O60674,P07948
6509,O60674,P15509
6510,O60674,P38936
6511,O60674,P61073
6512,O60674,P10912
6513,O60674,Q06187
6514,P22102,P00374
6515,P22102,P22234
6516,Q09470,Q14722
6517,Q09470,P78352
6518,Q7Z3S7,O00305
6519,Q7Z3S7,Q02641
6520,Q7Z3S7,P62955
6521,P22830,P13716
6522,P22830,P13196
6523,O43525,Q14500
6524,O43525,Q14722
6525,O43525,Q9UNX9
6526,Q9UM73,P52333
6527,O43525,Q07699
6528,Q9UM73,P27986
6529,P41250,P23415
6530,P07510,Q14289
6531,Q8TDS4,P49019
6532,P62955,O00305
6533,P62955,Q02641
6534,P62955,Q12879
6535,P62955,P42261
6536,P62955,P42263
6537,P62955,Q13224
6538,Q9UNX9,Q14500
6539,Q9Y2T6,Q8NER1
6540,Q9NY72,Q9Y5Y9
6541,Q9NY72,P35499
6542,Q9NY72,Q15858
6543,Q9NY72,Q14524
6544,P48048,P55017
6545,P48048,Q13621
6546,P09172,P01303
6547,P09172,P20711
6548,P53597,Q96I99
6549,P11498,P05166
6550,P11498,P00338
6551,P53597,Q13085
6552,P11498,P50747
6553,P11498,P07195
6554,P51161,Q96RI1
6555,P51161,P19793
6556,Q02641,Q9NY47
6557,Q02641,Q8IZS8
6558,Q05655,Q15080
6559,Q05655,P45984
6560,Q05655,P17252
6561,Q05655,P45983
6562,Q05655,P27986
6563,Q05655,P07948
6564,Q05655,P08631
6565,Q05655,P07947
6566,Q05655,Q04206
6567,Q05655,Q14289
6568,P24298,P80404
6569,P13196,P50440
6570,P13196,Q07869
6571,P13196,P13716
6572,P13196,P19793
6573,P45983,P45984
6574,P45983,P09211
6575,P45983,P19793
6576,P45983,P08183
6577,P45983,P03372
6578,P45983,O95644
6579,P45983,P10415
6580,P45983,Q06187
6581,P45983,Q04206
6582,P45983,P38936
6583,P45983,P52333
6584,P45983,Q14289
6585,P45983,P07948
6586,P07195,P00338
6587,Q14123,P54750
6588,P11511,P03372
6589,P11511,P23945
6590,P11511,P26439
6591,P11511,P31213
6592,P11511,O14756
6593,Q12879,Q14289
6594,Q12879,P42261
6595,Q12879,P42263
6596,Q12879,P78352
6597,Q12879,Q13224
6598,Q12879,O15547
6599,Q12879,P29475
6600,P80404,P05166
6601,P80404,P50440
6602,P50440,P29475
6603,P50440,Q14353
6604,P10828,P27986
6605,P10828,P13631
6606,P10828,P19793
6607,P13612,P05106
6608,P13612,Q14289
6609,Q99527,P78352
6610,Q99527,P03372
6611,Q15080,P17252
6612,Q15080,Q8NFA2
6613,Q15080,P31749
6614,Q14289,P07947
6615,Q14289,P15692
6616,Q14289,P05106
6617,Q14289,P07948
6618,Q14289,P08631
6619,Q14289,Q13224
6620,Q14289,P52333
6621,P07998,P11142
6622,Q14289,P78352
6623,Q14289,P17252
6624,P10415,P52333
6625,P10415,P45984
6626,P10415,P16220
6627,P10415,P19793
6628,P10415,P31749
6629,P10415,P03372
6630,O14788,P05231
6631,O14788,P01374
6632,O14788,O95644
6633,P50747,Q13085
6634,P50747,P05166
6635,P78352,Q13224
6636,P78352,P17252
6637,P78352,P42263
6638,P78352,P16389
6639,P78352,P42261
6640,P78352,Q16099
6641,P78352,P39086
6642,P78352,P28223
6643,P78352,Q13002
6644,P78352,P29475
6645,P62942,O95644
6646,P39086,Q13002
6647,P62942,P62937
6648,Q9Y4U1,Q96EY8
6649,P32927,O14920
6650,P32927,P07948
6651,P32927,P15509
6652,P32927,P27986
6653,P01189,P15692
6654,P01189,P16870
6655,P01189,P35372
6656,P01189,P05231
6657,P01189,P01303
6658,P01189,Q01726
6659,Q04206,P67775
6660,Q04206,Q92769
6661,Q04206,P01375
6662,Q04206,P17252
6663,Q04206,Q16665
6664,Q04206,P05231
6665,Q04206,P29597
6666,Q04206,P27986
6667,Q04206,Q07869
6668,Q04206,O14920
6669,Q04206,P03372
6670,Q04206,P01106
6671,Q04206,P14778
6672,Q04206,P45984
6673,O43613,O43614
6674,P38936,P16220
6675,P38936,P27986
6676,P38936,P07948
6677,P38936,Q13882
6678,P38936,P31749
6679,P38936,P03372
6680,P38936,Q16665
6681,P38936,P01106
6682,Q9P0X4,P29475
6683,O15460,Q8IVL6
6684,Q15822,P36544
6685,P09871,P00736
6686,Q07869,P17252
6687,Q07869,Q16881
6688,Q07869,P19793
6689,Q07869,P01375
6690,Q07869,P33121
6691,Q07869,P01106
6692,P05231,P15692
6693,P05231,P08631
6694,P05231,P16220
6695,P05231,P01374
6696,P05231,P52333
6697,P05231,P29597
6698,P05231,P01375
6699,P05231,P31749
6700,P05231,P29466
6701,P28476,A8MPY1
6702,Q9BQ31,Q14722
6703,P28476,P24046
6704,Q15858,Q07699
6705,P14778,P27986
6706,P14778,P01375
6707,Q01118,Q07699
6708,Q01118,Q14524
6709,P61073,P21462
6710,P61073,P07948
6711,P61073,P15692
6712,P16220,P09210
6713,P61073,P52333
6714,P61073,P27986
6715,Q9H2X9,P18507
6716,Q9H2X9,Q13002
6717,P16220,P15692
6718,P16220,Q08257
6719,P16220,P27986
6720,P16220,P31749
6721,P16220,P03372
6722,P16220,Q16665
6723,P16220,Q96RI1
6724,P16220,P00338
6725,P16220,O95644
6726,P13631,P31749
6727,P13631,P11473
6728,P13631,P19793
6729,Q9BYF1,P30556
6730,Q9BYF1,P08473
6731,O95644,P01375
6732,O95644,P45984
6733,O95644,P62937
6734,Q9Y5Y9,Q14524
6735,Q9Y5Y9,Q8NER1
6736,P52333,P16471
6737,Q9Y5Y9,Q07699
6738,P52333,P31749
6739,P52333,P45984
6740,P52333,P10912
6741,P52333,P29597
6742,P52333,P27986
6743,P14867,Q9UN88
6744,P14867,P47869
6745,P14867,P18507
6746,P11362,P15692
6747,P11362,P05230
6748,P11362,P27986
6749,P15509,P07948
6750,P15509,O14920
6751,P15509,P27986
6752,P45984,P03372
6753,P35372,Q92769
6754,P00374,P00439
6755,Q02880,P11388
6756,Q02880,P11473
6757,P35499,Q07699
6758,Q02880,P19793
6759,Q02880,Q92769
6760,Q07699,Q14524
6761,Q07699,P18507
6762,Q9UGI9,Q13085
6763,Q9UGI9,P11142
6764,Q08881,P27986
6765,Q08881,Q06187
6766,Q08881,P08631
6767,Q08881,P62937
6768,Q08881,P07948
6769,P01375,P19793
6770,Q08881,P07947
6771,P01375,P31749
6772,P01375,P29466
6773,P01375,O14920
6774,P01375,P15692
6775,P01375,P01106
6776,P01375,P01374
6777,P08172,Q99677
6778,P20711,P14902
6779,P20711,P19801
6780,P20711,P00439
6781,P03372,P31749
6782,P03372,Q15185
6783,P03372,P01106
6784,P03372,P11142
6785,P03372,Q16665
6786,P03372,Q99623
6787,P03372,P27986
6788,Q9Y691,Q92952
6789,Q9Y691,Q9H2S1
6790,Q9Y691,Q9UGI6
6791,P09467,Q16665
6792,Q9UKV0,Q16665
6793,P17252,P29475
6794,P17252,O14920
6795,P17252,P42263
6796,P17252,P19793
6797,P17252,Q15185
6798,P17252,P42261
6799,P17252,Q96KS0
6800,P08686,P31213
6801,P17252,P07948
6802,P08686,P26439
6803,Q14524,P29475
6804,P21802,P05230
6805,P21802,P27986
6806,P21802,P15692
6807,P18507,P47869
6808,P24046,A8MPY1
6809,P24311,P13073
6810,Q9NY47,O00305
6811,P24311,P15954
6812,P24311,P09669
6813,P67775,P31749
6814,P67775,P01106
6815,P67775,P07947
6816,P67775,P07948
6817,P08473,P07948
6818,P08473,P15391
6819,Q8IZS8,O00305
6820,Q96I99,Q13085
6821,P19793,P27986
6822,P19793,P11473
6823,P19793,P31749
6824,P19793,Q96RI1
6825,P19793,Q16881
6826,P19793,P33121
6827,P19793,P01106
6828,Q14722,Q92953
6829,Q14722,Q96PR1
6830,Q14722,Q14003
6831,Q14722,P16389
6832,Q14722,Q6PIU1
6833,P15954,P13073
6834,P15954,P09669
6835,Q9H2S1,Q9UGI6
6836,Q9H2S1,Q92952
6837,P27986,P15692
6838,P27986,P10912
6839,P27986,P49763
6840,P27986,O75015
6841,P27986,Q06187
6842,P27986,P04629
6843,P27986,P15391
6844,P27986,P07948
6845,P27986,P05106
6846,P27986,P01106
6847,P27986,P31749
6848,P27986,P29597
6849,P27986,P84077
6850,P09669,P13073
6851,P07948,P08631
6852,P07948,P07947
6853,P07948,P15391
6854,P07948,P54756
6855,P07948,Q06187
6856,P07948,O75015
6857,P07948,P42263
6858,P07948,P42261
6859,P42261,Q13224
6860,P42261,P42263
6861,P42261,Q9UF02
6862,Q92769,Q9NXA8
6863,Q92769,Q16665
6864,O14920,P31749
6865,O14920,Q06187
6866,O14920,P04629
6867,Q8TDU6,Q96RI1
6868,P04629,P49763
6869,P04629,P15692
6870,P11142,P31749
6871,P11142,Q15185
6872,P11142,P00338
6873,P11142,Q16665
6874,P11836,P15391
6875,O75015,P15391
6876,O75015,P08631
6877,Q9UF02,P42263
6878,P15391,P31749
6879,P15391,Q06187
6880,Q16665,P01106
6881,Q16665,Q96KS0
6882,Q16665,P00338
6883,Q16665,P31749
6884,Q16665,Q13882
6885,Q16665,P15692
6886,P40261,Q9NXA8
6887,P84077,P15692
6888,Q13882,P31749
6889,P08631,P54756
6890,P08631,Q06187
6891,P08631,P07947
6892,Q99623,P31749
6893,P26439,P31213
6894,P26439,O14756
6895,O43451,P04746
6896,O14756,P31213
6897,P49763,P15692
6898,P31749,P29475
6899,P31749,P15692
6900,P31749,P05106
6901,P31749,P01106
6902,P31749,Q15185
6903,P05106,P15692
6904,P07947,Q06187
6905,P07947,P54756
6906,Q92952,Q9UGI6
6907,Q13224,P42263
6908,Q13224,P29475
