,G1,G2
1060,TSC2,TSC1
1061,TSC2,YWHAE
1062,TSC2,MTOR
1063,TSC2,LAMTOR5
1064,TSC2,AKT2
1065,TSC2,ESR1
1066,TSC2,MED1
1067,TSC2,YWHAZ
1068,TSC2,MAPK14
1069,TSC2,GSK3B
1070,TSC2,PTEN
1071,TSC2,IKBKB
1072,TSC2,AKT1
1073,TSC2,UBE3A
1074,TSC2,DDIT4
1075,TSC2,RHEB
1076,MEFV,YWHAE
1077,MEFV,CASP1
1078,TSC2,RPS6KB1
1079,MEFV,AIM2
1080,MEFV,PYCARD
1081,MEFV,ATG16L1
1082,MEFV,PSTPIP1
1083,MEFV,NLRP1
1084,SLC6A2,STX1A
1085,AGO2,FMR1
1086,AGO2,DDX6
1087,AGO2,PABPC1
1088,AGO2,MYC
1089,AGO2,MECP2
1090,AGO2,RANBP2
1091,AGO2,NOTCH4
1092,AGO2,NOTCH1
1093,AGO2,NOTCH3
1094,AGO2,ABCA1
1095,AGO2,GREB1
1096,AGO2,RUNX1
1097,AGO2,NOTCH2
1098,AGO2,FOXO3
1099,AGO2,PTEN
1100,AGO2,TP53
1101,AGO2,CREB1
1102,AGO2,DGCR8
1103,AGO2,EGFR
1104,AGO2,SOX2
1105,AGO2,HSP90AA1
1106,AGO2,ELAVL1
1107,PAG1,HLA-DPB1
1108,PAG1,BCL6
1109,PAG1,HLA-DQA2
1110,PAG1,EPGN
1111,AGO2,DICER1
1112,PAG1,TGFA
1113,PAG1,HBEGF
1114,PAG1,HLA-DQB1
1115,PAG1,SRC
1116,PAG1,HLA-DRB5
1117,PAG1,EGF
1118,PAG1,PDGFRB
1119,PAG1,CD79A
1120,PAG1,PDGFB
1121,PAG1,AREG
1122,PAG1,BTC
1123,PAG1,HLA-DQA1
1124,PAG1,HLA-A
1125,PAG1,EZR
1126,PAG1,EGFR
1127,PAG1,GRB2
1128,PAG1,PTPN11
1129,PAG1,CD8A
1130,PAG1,BCR
1131,PAG1,CD3E
1132,PAG1,B2M
1133,PAG1,HLA-DPA1
1134,PAG1,HLA-DRB1
1135,TG,LRP2
1136,PAG1,HLA-DRA
1137,TG,TPO
1138,PAG1,FYN
1139,DECR1,PRKCB
1140,DECR1,PRKCA
1141,SFRP1,LRP5
1142,SFRP1,FZD2
1143,SFRP1,LRP6
1144,SFRP1,WNT8A
1145,PLAT,F2
1146,PLAT,S100A10
1147,PLAT,ITGB2
1148,PLAT,LRP1
1149,PLAT,ITGAM
1150,PLAT,SERPINE1
1151,PLAT,SERPINI1
1152,PLAT,SERPINB2
1153,PLAT,PLG
1154,DCTN6,PGR
1155,DCTN6,PAFAH1B1
1156,DCTN6,DNAH5
1157,DCTN6,AR
1158,DCTN6,PTGES3
1159,DCTN6,NR3C1
1160,DCTN6,HSP90AA1
1161,GSR,LOC102724197
1162,DCTN6,DCTN1
1163,DCTN6,NR3C2
1164,GSR,TXN
1165,GSR,GPX3
1166,GSR,GPX1
1167,GSR,GPX2
1168,GSR,GPX4
1169,GSR,CAT
1170,GSR,GCLC
1171,GSR,HPGDS
1172,TNFRSF10A,CASP3
1173,TNFRSF10A,IKBKG
1174,TNFRSF10A,TNFRSF10C
1175,TNFRSF10A,FASLG
1176,TNFRSF10A,TNF
1177,TNFRSF10A,DAP3
1178,TNFRSF10A,IKBKB
1179,TNFRSF10A,TNFSF10
1180,TNFRSF10A,MAP3K1
1181,TNFRSF10A,CASP8
1182,TNFRSF10A,HSPA4
1183,TNFRSF10A,CASP10
1184,TNFRSF10A,CFLAR
1185,TNFRSF10A,BID
1186,TNFRSF10A,TP53
1187,NEFM,NEFL
1188,NEFM,KIF5A
1189,HNRNPL,HNRNPA3
1190,HNRNPL,MATR3
1191,HNRNPL,MBNL1
1192,HNRNPL,HNRNPK
1193,HNRNPL,SSB
1194,HNRNPL,TAF15
1195,HNRNPL,XIST
1196,HNRNPL,HNRNPR
1197,HNRNPL,SRSF1
1198,HNRNPL,SNRPD1
1199,HNRNPL,ELAVL1
1200,HNRNPL,HNRNPA2B1
1201,HNRNPL,RBM14
1202,HNRNPL,TARDBP
1203,HNRNPL,HNRNPA1
1204,LHB,LHCGR
1205,LHB,CGA
1206,FCGRT,ALB
1207,FCGRT,B2M
1208,CKM,CKB
1209,SLC17A7,GAD2
1210,SLC17A7,DLG4
1211,SLC17A7,SLC18A2
1212,AMH,SMAD9
1213,AMH,ACVR1
1214,AMH,GATA4
1215,AMH,SOX9
1216,AMH,NR5A1
1217,AMH,SMAD5
1218,RETN,NR3C1
1219,RETN,ADIPOQ
1220,RETN,LEP
1221,RETN,FOXO1
1222,RETN,TLR4
1223,RETN,CAP1
1224,TLE5,CTNNB1
1225,TLE5,CREBBP
1226,TLE5,LEF1
1227,TLE5,HNF1A
1228,TLE5,HDAC1
1229,SLC1A6,SPTBN2
1230,SLC1A6,ARHGEF11
1231,FBL,RPS2
1232,FBL,LOH19CR1
1233,FBL,RPS6
1234,FBL,BMS1
1235,FBL,SSB
1236,FBL,RPS4X
1237,FBL,RPS7
1238,FBL,RRS1
1239,FBL,DDX5
1240,FBL,RPS8
1241,FBL,C1QBP
1242,FBL,EIF6
1243,TGFB1,CAV1
1244,TGFB1,POMC
1245,TGFB1,IL17A
1246,TGFB1,CCN2
1247,TGFB1,PLG
1248,TGFB1,SMAD4
1249,TGFB1,STAT3
1250,TGFB1,TFAP2B
1251,TGFB1,LTBP3
1252,TGFB1,SMAD7
1253,TGFB1,SAA1
1254,TGFB1,YAP1
1255,TGFB1,IL6
1256,TGFB1,ZFHX3
1257,TGFB1,EIF2A
1258,TGFB1,SMAD9
1259,TGFB1,ACVRL1
1260,TGFB1,ENG
1261,TGFB1,IL10
1262,TGFB1,RPS6KB1
1263,TGFB1,TGFB2
1264,TGFB1,PPARG
1265,TGFB1,XIAP
1266,TGFB1,PDPK1
1267,TGFB1,MMP3
1268,TGFB1,MMP9
1269,TGFB1,MAPK3
1270,TGFB1,RUNX3
1271,TGFB1,JUN
1272,TGFB1,EP300
1273,TGFB1,MMP1
1274,TGFB1,RELA
1275,TGFB1,PML
1276,TGFB1,OCLN
1277,TGFB1,LCN2
1278,TGFB1,NR2C2
1279,TGFB1,CTNNB1
1280,TGFB1,DAXX
1281,TGFB1,IL23A
1282,TGFB1,AXIN1
1283,TGFB1,FOS
1284,TGFB1,SMAD5
1285,TGFB1,BGN
1286,TGFB1,LTBP4
1287,TGFB1,TGFBR2
1288,TGFB1,FGF2
1289,TGFB1,NEDD4L
1290,CD79A,PIK3R1
1291,CD79A,CXCL9
1292,CD79A,LOC102723407
1293,CD79A,FYN
1294,CD79A,GRB2
1295,CD79A,PTPRC
1296,CD79A,BCR
1297,CD79A,MTOR
1298,CD79A,PLCG2
1299,CD79A,PIK3CA
1300,CD79A,SYK
1301,CD79A,PTEN
1302,CD79A,BLK
1303,CD79A,PTPN6
1304,CD79A,BCL6
1305,CD79A,BTK
1306,CD79A,RASA1
1307,CD79A,RPS6KB1
1308,ICAM5,ITGAL
1309,ICAM5,PSEN1
1310,CEACAM5,AFP
1311,SULT2A1,CARM1
1312,SULT2A1,CYP1A1
1313,SULT2A1,CREBBP
1314,SULT2A1,NCOA1
1315,SULT2A1,NCOA2
1316,SULT2A1,CYP1B1
1317,SULT2A1,PPARA
1318,SULT2A1,CYP2B6
1319,SULT2A1,NCOA6
1320,SULT2A1,MED1
1321,EPOR,PIK3R1
1322,EPOR,VAV1
1323,EPOR,CISH
1324,EPOR,MAPK8
1325,EPOR,NRAS
1326,EPOR,IRS2
1327,EPOR,KRAS
1328,EPOR,ERVW-1
1329,EPOR,GRB2
1330,EPOR,SOCS3
1331,EPOR,STAT5A
1332,EPOR,MAPK14
1333,EPOR,NPTN
1334,EPOR,NFKB1
1335,EPOR,TEC
1336,EPOR,SH2B3
1337,EPOR,STAT1
1338,EPOR,KIT
1339,EPOR,PTPN6
1340,EPOR,HRAS
1341,EPOR,STAT5B
1342,EPOR,EPO
1343,EPOR,JAK2
1344,EPOR,EMP1
1345,EPOR,CBL
1346,DNASE2,HSPA8
1347,EPOR,BTK
1348,DNASE2,TXNDC5
1349,PIK3R2,ERBB3
1350,PIK3R2,PIK3CB
1351,PIK3R2,PTPN11
1352,PIK3R2,INPP4B
1353,PIK3R2,SRC
1354,PIK3R2,PIK3CD
1355,PIK3R2,PTEN
1356,PIK3R2,SYK
1357,PIK3R2,KIT
1358,PIK3R2,CD28
1359,PIK3R2,ERBB2
1360,PIK3R2,IRS1
1361,PIK3R2,AKT1
1362,PIK3R2,PDPK1
1363,PIK3R2,BTK
1364,PIK3R2,CBL
1365,PIK3R2,PIK3CG
1366,PIK3R2,PDGFRB
1367,PIK3R2,ERBB4
1368,PIK3R2,IRS2
1369,PIK3R2,CRK
1370,PIK3R2,PIK3R1
1371,PIK3R2,MTOR
1372,PIK3R2,IGF1R
1373,PIK3R2,PIK3CA
1374,PIK3R2,EGFR
1375,GSK3A,CTNNB1
1376,GSK3A,APC
1377,GSK3A,AXIN2
1378,GSK3A,LRP6
1379,GSK3A,CACYBP
1380,GSK3A,AXIN1
1381,GSK3A,AKT2
1382,GSK3A,FOXM1
1383,GSK3A,MAPT
1384,GSK3A,GSK3B
1385,GSK3A,AKT1
1386,PON1,MPO
1387,PON1,APOA1
1388,PON1,CLU
1389,PON1,APOE
1390,PON1,APOB
1391,PON1,APOC3
1392,HGF,MMP3
1393,HGF,IL7
1394,HGF,CD44
1395,HGF,FGF2
1396,HGF,CBL
1397,HGF,NTRK1
1398,HGF,PTPN2
1399,HGF,CDC42
1400,HGF,SRC
1401,HGF,ITGA2
1402,HGF,MET
1403,HGF,PTPN11
1404,HGF,LAMA2
1405,HGF,NRAS
1406,HGF,KRAS
1407,HGF,VEGFA
1408,HGF,ERBB3
1409,HGF,IL10
1410,HGF,FN1
1411,HGF,BCAR1
1412,HGF,LAMA1
1413,HGF,IL23A
1414,HGF,LCN2
1415,HGF,PIK3CA
1416,HGF,CTNNA1
1417,HGF,PTPN1
1418,HGF,HRES1
1419,HGF,EGFR
1420,HGF,HRAS
1421,HGF,HGS
1422,HGF,INPPL1
1423,HGF,CTNNB1
1424,HGF,CTNND1
1425,HGF,GRB2
1426,HGF,SH3KBP1
1427,HGF,LAMB1
1428,HGF,IL6
1429,HGF,CRK
1430,HGF,LAMC2
1431,HGF,MMP1
1432,HGF,SAA1
1433,HGF,MAPK8
1434,HGF,CDH1
1435,HGF,PTPRJ
1436,HGF,PLAU
1437,HGF,MMP9
1438,HGF,IL17A
1439,HGF,MAPK3
1440,LAMB1,YWHAZ
1441,LAMB1,ITGA2
1442,LAMB1,MET
1443,HGF,PIK3R1
1444,LAMB1,MMP14
1445,LAMB1,CASP3
1446,LAMB1,ERBB3
1447,LAMB1,RAC1
1448,LAMB1,PRKCA
1449,LAMB1,LAMA1
1450,HGF,POMC
1451,HGF,NRP1
1452,LAMB1,LAMA2
1453,LAMB1,PMP22
1454,LAMB1,DMD
1455,LAMB1,COL17A1
1456,LAMB1,CDC42
1457,LAMB1,ITGA6
1458,LAMB1,ITGB3
1459,LAMB1,ARHGEF7
1460,LAMB1,SRC
1461,LAMB1,YWHAE
1462,LAMB1,CDH1
1463,LAMB1,CASP7
1464,LAMB1,CHRM1
1465,LAMB1,ITGB1
1466,LAMB1,PIK3R1
1467,LAMB1,ITGA1
1468,LAMB1,EGF
1469,LAMB1,AKT1
1470,LAMB1,PAK1
1471,LAMB1,PTK2
1472,LAMB1,PAK2
1473,LAMB1,EGFR
1474,LAMB1,ITGA7
1475,LAMB1,PXN
1476,LAMB1,LAMC2
1477,LAMB1,PIK3CA
1478,ITGB8,ITGA4
1479,ITGB8,CD80
1480,ITGB8,ITGAL
1481,ITGB8,ITGA7
1482,ITGB8,PTK2
1483,ITGB8,CTLA4
1484,ITGB8,ITGA8
1485,ITGB8,ITGA1
1486,ITGB8,ITGB1
1487,ITGB8,ITGA6
1488,ITGB8,SRC
1489,ITGB8,VTN
1490,ITGB8,CD28
1491,ITGB8,ITGB3
1492,ITGB8,ITGA2
1493,ITGB8,ITGB2
1494,CAV2,SRC
1495,CAV2,HRAS
1496,CAV2,EGFR
1497,CAV2,CAV1
1498,STX1A,CACNB2
1499,STX1A,SNAP25
1500,STX1A,VAMP7
1501,STX1A,GNAI2
1502,STX1A,STXBP1
1503,STX1A,KCNB1
1504,STX1A,CHGB
1505,STX1A,CACNA1D
1506,STX1A,VAPB
1507,STX1A,ABCC8
1508,STX1A,CPLX1
1509,STX1A,CACNA1C
1510,STX1A,CACNA1B
1511,STX1A,ST8SIA2
1512,STX1A,SLC6A3
1513,STX1A,SLC6A4
1514,STX1A,CYB5A
1515,STX1A,CPLX2
1516,STX1A,CACNA2D2
1517,STX1A,INS
1518,CYP3A5,AKR1C3
1519,CYP3A5,CYP1A2
1520,CYP3A5,CYP1A1
1521,CYP3A5,ALDH1A2
1522,CYP3A5,CYP3A4
1523,CYP3A5,CYP17A1
1524,CYP3A5,UGT1A6
1525,CYP3A5,CYP19A1
1526,CYP3A5,CYP2C19
1527,CYP3A5,CYP2B6
1528,CYP3A5,HSD3B1
1529,CYP3A5,CYP2A6
1530,CYP3A5,HSD17B1
1531,CYP3A5,ALDH1A1
1532,CYP3A5,HSD3B2
1533,CYP3A5,CYP26A1
1534,CYP3A5,UGT1A1
1535,CYP3A5,CYP2S1
1536,CYP3A5,EPHX1
1537,AIMP2,TP53
1538,AIMP2,KARS1
1539,AIMP2,PRKN
1540,SERPINE1,ARNTL2
1541,SERPINE1,PLG
1542,SERPINE1,SMAD4
1543,SERPINE1,LRP1
1544,SERPINE1,SMAD7
1545,SERPINE1,AGTR1
1546,SERPINE1,ARNTL
1547,SERPINE1,VLDLR
1548,SERPINE1,CLOCK
1549,SERPINE1,PROC
1550,SERPINE1,PLAU
1551,SERPINE1,NPAS2
1552,SERPINE1,ITGB3
1553,SERPINE1,HDAC1
1554,SERPINE1,VTN
1555,SERPINE1,LDLR
1556,SERPINE1,F2
1557,GCK,GPI
1558,GCK,HDAC1
1559,GCK,PDX1
1560,GCK,FOXO1
1561,GCK,G6PD
1562,GCK,HDAC2
1563,GCK,GLB1
1564,GCK,GCKR
1565,GCK,INS
1566,GCK,MAP3K1
1567,GCK,H6PD
1568,GCK,NEUROD1
1569,GCK,SLC2A2
1570,SETX,BRCA1
1571,GCK,RANBP2
1572,CYP26A1,CYP3A4
1573,CYP26A1,ADH1B
1574,CYP26A1,CYP1A1
1575,CYP26A1,ALDH1A1
1576,CYP26A1,CRABP1
1577,CYP26A1,DHRS9
1578,CYP26A1,CYP2B6
1579,CYP26A1,ALDH1A2
1580,CYP26A1,CYP1A2
1581,CYP26A1,CYP2S1
1582,CYP26A1,CYP2A6
1583,MPO,PRTN3
1584,MPO,APOA1
1585,MPO,CP
1586,MPO,COX2
1587,MPO,NAT2
1588,MPO,PTGS1
1589,MPO,ELANE
1590,MPO,CES1
1591,NUFIP2,FMR1
1592,CSF3,IL6
1593,CSF3,IL12A
1594,CSF3,IL18
1595,CSF3,TNF
1596,CSF3,IL1B
1597,CSF3,CXCL8
1598,CSF3,EPO
1599,CSF3,CXCL10
1600,CSF3,CSF2
1601,CSF3,CCL5
1602,CSF3,IL10
1603,CSF3,CCL20
1604,CSF3,CXCL2
1605,CSF3,CXCL1
1606,CSF3,CCL4
1607,CSF3,IL3
1608,CSF3,IL1A
1609,CSF3,CCL3
1610,CSF3,CSF3R
1611,CSF3,IL4
1612,CSF3,IL12B
1613,CSF3,LEP
1614,CSF3,CCL2
1615,WNT3,LRP6
1616,WNT3,WNT10B
1617,WNT3,WNT8A
1618,WNT3,LRP5
1619,WNT3,CTNNB1
1620,GOSR2,SCFD1
1621,GOSR2,ARF1
1622,RPS6KB1,INSR
1623,RPS6KB1,INS
1624,RPS6KB1,RPTOR
1625,RPS6KB1,CRK
1626,RPS6KB1,PXN
1627,RPS6KB1,PABPC1
1628,RPS6KB1,PIK3CA
1629,RPS6KB1,ITGB1
1630,RPS6KB1,MYC
1631,RPS6KB1,IGF1R
1632,RPS6KB1,GSK3B
1633,RPS6KB1,PRKCB
1634,RPS6KB1,PTGES3
1635,RPS6KB1,RPS6
1636,RPS6KB1,RXRB
1637,RPS6KB1,IL2
1638,RPS6KB1,ESR1
1639,RPS6KB1,IRS1
1640,RPS6KB1,PRKCA
1641,RPS6KB1,TERT
1642,RPS6KB1,KIT
1643,RPS6KB1,PDPK1
1644,RPS6KB1,AKT1
1645,RPS6KB1,CTCF
1646,RPS6KB1,MITF
1647,RPS6KB1,JUN
1648,RPS6KB1,GRB2
1649,RPS6KB1,PDCD4
1650,RPS6KB1,PTK2
1651,RPS6KB1,BCR
1652,RPS6KB1,HSP90AA1
1653,RPS6KB1,PIK3R1
1654,RPS6KB1,MAPK3
1655,RPS6KB1,MTOR
1656,RPS6KB1,LAMTOR5
1657,RPS6KB1,BCAR1
1658,RPS6KB1,RAC1
1659,RPS6KB1,E2F1
1660,RPS6KB1,PTEN
1661,RPS6KB1,TGFBR2
1662,RPS6KB1,RHEB
1663,RPS6KB1,HMGA1
1664,RPS6KB1,IGF1
1665,RPS6KB1,CDC42
1666,RPS6KB1,ITGA6
1667,PFN1,CAP1
1668,PFN1,CFL1
1669,PFN1,ACTG1
1670,PFN1,PPIA
1671,PFN1,RHOA
1672,PFN1,ACTB
1673,C1QBP,PHB
1674,C1QBP,CDKN2A
1675,C1QBP,VTN
1676,C1QBP,KNG1
1677,C1QBP,F12
1678,C1QBP,PRCP
1679,DDX5,EP300
1680,DDX5,CTNNB1
1681,DDX5,XIST
1682,DDX5,TP53
1683,DDX5,HNRNPR
1684,DDX5,HDAC1
1685,DDX5,DGCR8
1686,DDX5,FUS
1687,DDX5,HNRNPA1
1688,DDX5,HNRNPK
1689,DDX5,HNRNPA2B1
1690,DDX5,ESR1
1691,DDX5,CTCF
1692,CCL2,CX3CR1
1693,CCL2,CCR1
1694,DDX5,HNRNPA3
1695,CCL2,IL12B
1696,CCL2,CXCL9
1697,CCL2,CCL4
1698,CCL2,IL1A
1699,CCL2,IL4
1700,CCL2,CCR3
1701,CCL2,RELA
1702,CCL2,CCR5
1703,CCL2,CXCR4
1704,CCL2,JUN
1705,CCL2,CCL5
1706,CCL2,IL6
1707,CCL2,CXCL8
1708,CCL2,IL1B
1709,CCL2,CXCR2
1710,CCL2,IL12A
1711,CCL2,IL18
1712,CCL2,CCL3
1713,CCL2,IL10
1714,CCL2,CCL20
1715,CCL2,CXCL2
1716,CCL2,IL13
1717,CCL2,CXCL1
1718,CCL2,CXCR3
1719,CCL2,ATF4
1720,CCL2,CSF2
1721,CCL2,ACKR1
1722,CCL2,FOS
1723,CCL2,CXCL10
1724,CCL2,TNF
1725,CCL13,CCR3
1726,CCL13,CCR1
1727,COL1A1,ITGA1
1728,COL1A1,COL5A1
1729,COL1A1,ITGB1
1730,COL1A1,CASP8
1731,COL1A1,RUNX2
1732,COL1A1,RB1
1733,COL1A1,ADAMTS3
1734,COL1A1,FLT4
1735,COL1A1,FN1
1736,COL1A1,ITGA2
1737,COL1A1,COL3A1
1738,COL1A1,BMP1
1739,COL1A1,SPARC
1740,COL1A1,ITGB3
1741,DUSP3,MAPK3
1742,VTN,KDR
1743,VTN,CDKN1B
1744,VTN,SRC
1745,VTN,PI4KA
1746,VTN,IGF1
1747,VTN,FN1
1748,VTN,ITGB3
1749,VTN,VEGFA
1750,VTN,PTK2B
1751,VTN,IGF2
1752,VTN,IGFBP5
1753,VTN,ILK
1754,VTN,CLU
1755,VTN,PLAU
1756,VTN,PLG
1757,VTN,ITGA8
1758,VTN,ITGB1
1759,VTN,RHOA
1760,VTN,HSP90AA1
1761,IBSP,ENPP1
1762,IBSP,COL4A2
1763,IBSP,ITGB3
1764,IBSP,SPP1
1765,CXCL6,CXCR2
1766,GNRHR,FSHB
1767,GNRHR,GNAS
1768,NFKB1,HDAC1
1769,GNRHR,GNRH1
1770,NFKB1,HMGB1
1771,NFKB1,IKBKG
1772,NFKB1,ITGAM
1773,NFKB1,PSMD9
1774,NFKB1,TXN
1775,NFKB1,TLR2
1776,NFKB1,IL23R
1777,NFKB1,PSMB7
1778,NFKB1,SYK
1779,NFKB1,MAPK14
1780,NFKB1,IL23A
1781,NFKB1,NGF
1782,NFKB1,BCL2A1
1783,NFKB1,PRKCD
1784,NFKB1,MAPK3
1785,NFKB1,SQSTM1
1786,NFKB1,LPAR1
1787,NFKB1,NFKBIE
1788,NFKB1,TYK2
1789,NFKB1,MAPK8
1790,NFKB1,PAWR
1791,NFKB1,TRAF6
1792,NFKB1,IL12B
1793,NFKB1,PIK3R1
1794,NFKB1,HDAC2
1795,NFKB1,IRAK1
1796,NFKB1,JAK2
1797,NFKB1,CREBBP
1798,NFKB1,EP300
1799,NFKB1,AGER
1800,NFKB1,RELA
1801,NFKB1,STAT4
1802,NFKB1,CXCL8
1803,NFKB1,APP
1804,NFKB1,S100B
1805,NFKB1,ARRB2
1806,NFKB1,CTNNB1
1807,NFKB1,MTOR
1808,NFKB1,REL
1809,NFKB1,NLRP3
1810,NFKB1,TERT
1811,NFKB1,PRKCA
1812,NFKB1,PSMD12
1813,NFKB1,IL18R1
1814,NFKB1,ITGB2
1815,NFKB1,IL18RAP
1816,NFKB1,PSMD6
1817,NFKB1,TNF
1818,NFKB1,IKBKB
1819,NFKB1,NFKB2
1820,NFKB1,SRC
1821,NFKB1,ANGPT1
1822,NFKB1,CD40
1823,NFKB1,PPARG
1824,NFKB1,AKT1
1825,NFKB1,IL12RB1
1826,NFKB1,IL1A
1827,NFKB1,MYD88
1828,NFKB1,TRAF1
1829,NFKB1,YWHAE
1830,NFKB1,NR3C1
1831,NFKB1,IL1B
1832,NFKB1,CASP8
1833,NFKB1,PRKACA
1834,NFKB1,XPO1
1835,NFKB1,EPO
1836,NFKB1,IL18
1837,NFKB1,IL1R1
1838,NFKB1,PIK3CA
1839,NFKB1,SAA1
1840,NFKB1,CD40LG
1841,NFKB1,RPS6KA5
1842,NFKB1,HDAC3
1843,NFKB1,TLR4
1844,IL2,STAT5B
1845,NFKB1,IL6
1846,IL2,TNF
1847,IL2,IL5
1848,IL2,FOXP3
1849,IL2,NFATC2
1850,IL2,AKT1
1851,IL2,CSF2
1852,IL2,CTLA4
1853,IL2,MAP2K2
1854,IL2,SOCS1
1855,IL2,PTK2B
1856,IL2,RUNX1
1857,IL2,CBL
1858,IL2,IRS1
1859,IL2,SYK
1860,IL2,MAPK14
1861,IL2,IL10
1862,IL2,TERT
1863,IL2,HLA-A
1864,IL2,CD3E
1865,IL2,KRAS
1866,IL2,NRAS
1867,IL2,CD28
1868,IL2,PTPN11
1869,IL2,STAT5A
1870,IL2,PRKCB
1871,IL2,SOCS3
1872,IL2,STAT1
1873,IL2,HRAS
1874,IL2,IL6
1875,IL2,MTOR
1876,IL2,PTGES3
1877,IL2,RELA
1878,IL2,IFNA1
1879,IL2,IFNG
1880,IL2,IL15
1881,IL2,IL2RA
1882,IL2,PIK3CA
1883,IL2,IKZF3
1884,IL2,MAP2K1
1885,IL2,STAT3
1886,IL2,IL18
1887,IL2,MAPK8
1888,IL2,CISH
1889,IL2,IL4
1890,IL2,IL17A
1891,IL2,IL2RG
1892,IL2,JUN
1893,IL2,PIK3R1
1894,IL2,IL7R
1895,IL2,RHOA
1896,IL2,MAPK3
1897,IL2,FYN
1898,IL2,B2M
1899,IL2,GRB2
1900,IL2,IRS2
1901,IL2,CD8A
1902,IL2,UGCG
1903,IL2,IL3
1904,IL2,HSP90AA1
1905,WFS1,CISD2
1906,CCND1,HNF1A
1907,CCND1,ELAVL1
1908,CCND1,SOX2
1909,CCND1,EP300
1910,CCND1,CDK5
1911,CCND1,LEF1
1912,CCND1,JUN
1913,CCND1,AR
1914,CCND1,CDKN1A
1915,CCND1,H2BC12
1916,CCND1,HDAC4
1917,CCND1,RORA
1918,CCND1,RELA
1919,CCND1,TCF7L2
1920,CCND1,E2F2
1921,CCND1,ABL1
1922,CCND1,CREBBP
1923,CCND1,H2AC20
1924,CCND1,CREB1
1925,CCND1,CTNNB1
1926,CCND1,TP53
1927,CCND1,RAD51
1928,CCND1,JAK2
1929,CCND1,BRCA1
1930,CCND1,CCNH
1931,CCND1,PIM1
1932,CCND1,PCNA
1933,CCND1,HDAC1
1934,CCND1,PSMB7
1935,CCND1,RBL2
1936,CCND1,E2F1
1937,CCND1,FOXO1
1938,CCND1,FOS
1939,CCND1,TWIST1
1940,CCND1,PSMD9
1941,CCND1,STAT5B
1942,CCND1,CDKN2B
1943,CCND1,BCL6
1944,CCND1,CCNE1
1945,CCND1,FOXO3
1946,CCND1,CDKN1C
1947,CCND1,ZEB1
1948,CCND1,HSPA8
1949,CCND1,H2AX
1950,CCND1,CDK6
1951,CCND1,FOXM1
1952,CCND1,CDK2
1953,CCND1,XPO1
1954,CCND1,GATA3
1955,CCND1,STAT3
1956,CCND1,HIF1A
1957,CCND1,CDK4
1958,CCND1,HDAC3
1959,CCND1,SMAD4
1960,CCND1,PSMD12
1961,CCND1,ESR1
1962,CCND1,E2F5
1963,CCND1,MYC
1964,CCND1,E2F3
1965,CCND1,CDKN2A
1966,CCND1,GSK3B
1967,CCND1,INSM1
1968,CCND1,CDKN2C
1969,CCND1,FOXA1
1970,CCND1,RUNX2
1971,CCND1,BIRC5
1972,CCND1,STAT5A
1973,CCND1,SRC
1974,CCND1,CDKN1B
1975,CCND1,RB1
1976,CCND1,MYB
1977,CCND1,CCND2
1978,CCND1,PSMD6
1979,APOC3,APOA4
1980,APOC3,APOA1
1981,APOC3,APOE
1982,APOC3,LRP8
1983,APOC3,APOC2
1984,APOC3,APOB
1985,APOC3,LDLR
1986,APOC3,LPL
1987,APOC3,AMBP
1988,APOC3,APOA5
1989,APOC3,LRP2
1990,APOC3,LRP1
1991,IL10RA,STAT3
1992,IL10RA,STAT1
1993,IL10RA,STAT5B
1994,IL10RA,STAT5A
1995,IL10RA,TYK2
1996,IL10RA,IL22
1997,IL10RA,IL10
1998,IL10RA,CTSS
1999,IL10RA,IL10RB
2000,IL10RA,MAP3K5
2001,PDHX,PDHB
2002,POLR3B,POLR3A
2003,POLR3B,SSB
2004,SELPLG,SELP
2005,SELPLG,SELL
2006,SELPLG,ITGB2
2007,SELPLG,ITGAM
2008,SELPLG,SELE
2009,DAO,GNPAT
2010,DAO,IDH1
2011,DAO,EPHX2
2012,DAO,DDO
2013,DAO,SHMT1
2014,DAO,AMACR
2015,DAO,NOS2
2016,DAO,DAOA
2017,DAO,CAT
2018,DAO,IDE
2019,DAO,SHMT2
2020,DAO,SRR
2021,IL23A,MMP1
2022,IL23A,IL17A
2023,IL23A,IL12RB1
2024,IL23A,RELA
2025,IL23A,PIK3R1
2026,IL23A,IL12B
2027,IL23A,MMP9
2028,IL23A,STAT3
2029,IL23A,LCN2
2030,IL23A,SAA1
2031,IL23A,IL10
2032,IL23A,IL6
2033,IL23A,STAT1
2034,IL23A,VEGFA
2035,IL23A,POMC
2036,IL23A,STAT4
2037,IL23A,FGF2
2038,IL23A,SOCS3
2039,IL23A,STAT5A
2040,IL23A,MMP3
2041,IL23A,TYK2
2042,IL23A,IL23R
2043,IL23A,PIK3CA
2044,IL23A,JAK2
2045,CYP27B1,VDR
2046,GLI1,IFT172
2047,GLI1,PTCH1
2048,GLI1,GNAI2
2049,GLI1,PSMB7
2050,GLI1,HDAC1
2051,GLI1,PSMD9
2052,GLI1,SUFU
2053,GLI1,GNAO1
2054,GLI1,CTNNB1
2055,GLI1,HDAC2
2056,GLI1,STK36
2057,GLI1,DYNC2H1
2058,GLI1,PSMD6
2059,GLI1,ITCH
2060,GLI1,IFT88
2061,GLI1,PSMD12
2062,GLI1,IHH
2063,GLI1,KIF3A
2064,GLI1,XPO1
